operation,_id,_form_id,_locale,_savepoint_type,_savepoint_timestamp,_savepoint_creator,ts,unit,value,filename,_default_access,_group_modify,_group_privileged,_group_read_only,_row_etag,_row_owner
NEW,de712328-97a4-4697-a617-5ee8d3962ecb,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000588,uri_user,8/5/13 21:09,C,41.5,alfashir1_B12.csv,,,,,,
NEW,b42a3df0-874b-4632-84cf-48fe1e16eee3,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000588,uri_user,8/5/13 21:17,C,40.5,alfashir1_B12.csv,,,,,,
NEW,350d896d-db27-4c91-b2ce-cd51437e6ad1,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000589,uri_user,8/5/13 21:24,C,39,alfashir1_B12.csv,,,,,,
NEW,0e2e90fd-5891-4a77-8123-c867df1c3cd0,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000589,uri_user,8/5/13 21:32,C,37.5,alfashir1_B12.csv,,,,,,
NEW,3afd4d94-cd70-4b98-98c1-dfc62ce15ee9,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000589,uri_user,8/5/13 21:39,C,36.5,alfashir1_B12.csv,,,,,,
NEW,648bec33-aed8-4177-bb13-3dcb64a56924,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000590,uri_user,8/5/13 21:46,C,35.5,alfashir1_B12.csv,,,,,,
NEW,265338ad-68f0-49e6-9ef7-522de2855358,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000591,uri_user,8/5/13 21:54,C,33,alfashir1_B12.csv,,,,,,
NEW,45b7dfb1-b0cb-42cc-b987-a3a594ffedf7,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000591,uri_user,8/5/13 22:01,C,31.5,alfashir1_B12.csv,,,,,,
NEW,9394cce7-af7f-4b94-b2a8-0127d35fbb30,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000592,uri_user,8/5/13 22:08,C,30.5,alfashir1_B12.csv,,,,,,
NEW,62fff9fe-7cb4-4f35-a355-8ff0abd42ebb,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000592,uri_user,8/5/13 22:16,C,30,alfashir1_B12.csv,,,,,,
NEW,d2768c39-4013-418f-8b14-12fbdedaff5c,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000593,uri_user,8/5/13 22:23,C,29,alfashir1_B12.csv,,,,,,
NEW,ab28be9e-dd87-4ab8-afe8-0d6a58980e01,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000593,uri_user,8/5/13 22:31,C,28.5,alfashir1_B12.csv,,,,,,
NEW,2030f90d-a70a-44ad-8c9b-c612bc8468f9,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000593,uri_user,8/5/13 22:38,C,28.5,alfashir1_B12.csv,,,,,,
NEW,a32dced1-37c6-406a-85a8-a8f905d4e174,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000593,uri_user,8/5/13 22:45,C,29.5,alfashir1_B12.csv,,,,,,
NEW,e0c6b042-09f0-4b54-b81e-b18a6b5cd7de,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000593,uri_user,8/5/13 22:53,C,42,alfashir1_B12.csv,,,,,,
NEW,f0e74f0c-7a30-4579-a6a8-6e94229dc771,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000594,uri_user,8/5/13 23:00,C,41,alfashir1_B12.csv,,,,,,
NEW,b79295d8-e7a0-442c-89bc-e2d5e999036b,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000594,uri_user,8/5/13 23:08,C,36.5,alfashir1_B12.csv,,,,,,
NEW,7b69939f-f42d-40e5-8b8d-1d41ccc3fedc,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000594,uri_user,8/5/13 23:15,C,33.5,alfashir1_B12.csv,,,,,,
NEW,2069958f-f226-40e0-96b5-c5df9867597d,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000594,uri_user,8/5/13 23:22,C,32,alfashir1_B12.csv,,,,,,
NEW,f8bb8ac8-8a2c-4070-8211-353409a06bdd,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000594,uri_user,8/5/13 23:30,C,30.5,alfashir1_B12.csv,,,,,,
NEW,676782fc-668d-4ba8-aacb-60f74d75cea0,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000594,uri_user,8/5/13 23:37,C,29.5,alfashir1_B12.csv,,,,,,
NEW,fb6dd74e-a354-49f5-a245-025efbf14c01,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000595,uri_user,8/5/13 23:44,C,29,alfashir1_B12.csv,,,,,,
NEW,fce92970-e6af-4f6c-9605-d4626f3073b3,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000595,uri_user,8/5/13 23:52,C,28,alfashir1_B12.csv,,,,,,
NEW,818b5d7b-0b5b-414d-943f-0a1e4b9a8777,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000595,uri_user,8/5/13 23:59,C,28,alfashir1_B12.csv,,,,,,
NEW,ccff6fca-9a90-4a0e-9ffe-77fc9c19853e,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000595,uri_user,8/6/13 0:07,C,27.5,alfashir1_B12.csv,,,,,,
NEW,b029c07e-b2e5-47c5-bb7e-fb71b9e09b24,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000596,uri_user,8/6/13 0:14,C,27.5,alfashir1_B12.csv,,,,,,
NEW,7daa8b30-bc6c-4e92-acc0-56d15cf7e581,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000596,uri_user,8/6/13 0:21,C,27.5,alfashir1_B12.csv,,,,,,
NEW,4afe7950-6114-48f1-9cb2-1761b31d94db,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000596,uri_user,8/6/13 0:29,C,27,alfashir1_B12.csv,,,,,,
NEW,0383083e-af4f-48e6-a8d4-6a71b87ee46f,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000597,uri_user,8/6/13 0:36,C,27,alfashir1_B12.csv,,,,,,
NEW,e4f5b4e4-7d31-42c2-b83d-4f154360bb59,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000597,uri_user,8/6/13 0:44,C,27,alfashir1_B12.csv,,,,,,
NEW,e628ac0f-4676-445f-9a49-70bb6de42893,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000597,uri_user,8/6/13 0:51,C,27,alfashir1_B12.csv,,,,,,
NEW,c82c8f5e-aa3d-4492-bfa7-ee9debd68ab6,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000597,uri_user,8/6/13 0:58,C,26.5,alfashir1_B12.csv,,,,,,
NEW,b5868afa-163d-41e9-967f-acf63afd8767,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000598,uri_user,8/6/13 1:06,C,26.5,alfashir1_B12.csv,,,,,,
NEW,0817e6b0-9afc-4e43-83ef-bb33bd119e70,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000598,uri_user,8/6/13 1:13,C,26.5,alfashir1_B12.csv,,,,,,
NEW,0254e5c9-e5d6-46af-b5cc-48eec1df9651,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000598,uri_user,8/6/13 1:20,C,26.5,alfashir1_B12.csv,,,,,,
NEW,3399971c-808c-4819-9414-934f21ea3d43,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000599,uri_user,8/6/13 1:28,C,26,alfashir1_B12.csv,,,,,,
NEW,05783229-7f96-46de-9aa3-d6c5a8df497e,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000599,uri_user,8/6/13 1:35,C,26,alfashir1_B12.csv,,,,,,
NEW,7e9b9ea1-d408-488e-aa5a-aad86cbf6cae,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000600,uri_user,8/6/13 1:43,C,26,alfashir1_B12.csv,,,,,,
NEW,26b6840e-3e55-428d-8691-30f07f2d7662,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000600,uri_user,8/6/13 1:50,C,26,alfashir1_B12.csv,,,,,,
NEW,7f5d6570-79b2-416e-8a59-3e0901e9a72a,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000600,uri_user,8/6/13 1:57,C,26,alfashir1_B12.csv,,,,,,
NEW,fc30c044-5597-49ff-9ab8-a54e36d385b8,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000602,uri_user,8/6/13 2:05,C,26,alfashir1_B12.csv,,,,,,
NEW,a337c271-1397-4341-881c-4e7718ed11fa,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000602,uri_user,8/6/13 2:12,C,26,alfashir1_B12.csv,,,,,,
NEW,92a559cd-2c73-42e4-a1a4-4dee71f57e3f,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000603,uri_user,8/6/13 2:20,C,26,alfashir1_B12.csv,,,,,,
NEW,a4669839-e6e7-4206-948f-afe609270df6,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000603,uri_user,8/6/13 2:27,C,25.5,alfashir1_B12.csv,,,,,,
NEW,602125e5-5549-4e0a-8e5c-c812fdf49c9a,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000603,uri_user,8/6/13 2:34,C,25.5,alfashir1_B12.csv,,,,,,
NEW,51090c16-c51c-4ca8-9b5c-aa6f778b2b6e,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000604,uri_user,8/6/13 2:42,C,25.5,alfashir1_B12.csv,,,,,,
NEW,9ad52cf5-1a52-4033-8c6a-6a4361843dc8,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000604,uri_user,8/6/13 2:49,C,25.5,alfashir1_B12.csv,,,,,,
NEW,ab8ed5fe-a2a9-427a-b070-5cd188156505,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000604,uri_user,8/6/13 2:56,C,25.5,alfashir1_B12.csv,,,,,,
NEW,74b02761-d652-487c-a802-98e0947873f7,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000605,uri_user,8/6/13 3:04,C,25.5,alfashir1_B12.csv,,,,,,
NEW,4aaff6fc-caed-4022-8b5e-98ad14ea6173,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000605,uri_user,8/6/13 3:11,C,25.5,alfashir1_B12.csv,,,,,,
NEW,fd978c14-d041-47f0-b72f-b9b8573f0e42,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000605,uri_user,8/6/13 3:19,C,25.5,alfashir1_B12.csv,,,,,,
NEW,e4be5d36-3ac9-4b82-9b7f-fdc707491258,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000606,uri_user,8/6/13 3:26,C,25.5,alfashir1_B12.csv,,,,,,
NEW,4028bf42-486c-48cc-ad8d-6077e7e5657d,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000606,uri_user,8/6/13 3:33,C,25.5,alfashir1_B12.csv,,,,,,
NEW,020f78d0-6040-4fb9-873e-1f1fcc246971,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000606,uri_user,8/6/13 3:41,C,38,alfashir1_B12.csv,,,,,,
NEW,c747a2e5-75d3-4327-bc73-9189e17ebb15,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000606,uri_user,8/6/13 3:48,C,58,alfashir1_B12.csv,,,,,,
NEW,c6b565a0-6f61-44ec-a82b-017de73bb8b7,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000607,uri_user,8/6/13 3:55,C,53,alfashir1_B12.csv,,,,,,
NEW,e9da2097-d152-46bd-9598-c018bda687fe,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000607,uri_user,8/6/13 4:03,C,47.5,alfashir1_B12.csv,,,,,,
NEW,b3290d78-a90a-4ea9-ad00-7c3d13eca97a,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000607,uri_user,8/6/13 4:10,C,44,alfashir1_B12.csv,,,,,,
NEW,1a6de05e-6d91-41ff-9f78-413361fbc9fb,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000607,uri_user,8/6/13 4:18,C,40.5,alfashir1_B12.csv,,,,,,
NEW,f7892f44-391f-4d24-8bbc-0590aa14483e,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000608,uri_user,8/6/13 4:25,C,37.5,alfashir1_B12.csv,,,,,,
NEW,a8f98e7d-f624-41f4-8a8d-395051df350d,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000608,uri_user,8/6/13 4:32,C,36,alfashir1_B12.csv,,,,,,
NEW,6c3040e3-be46-400c-bb6d-831522046b6d,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000608,uri_user,8/6/13 4:40,C,34.5,alfashir1_B12.csv,,,,,,
NEW,d0693ca7-995b-4dc9-b11f-f6fc7592ac42,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000608,uri_user,8/6/13 4:47,C,33,alfashir1_B12.csv,,,,,,
NEW,8bdb5e64-fdf3-4594-a4ae-4949498d2949,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000609,uri_user,8/6/13 4:55,C,32,alfashir1_B12.csv,,,,,,
NEW,c9a11a1d-595c-4e44-a3c4-c86a449d5691,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000609,uri_user,8/6/13 5:02,C,31,alfashir1_B12.csv,,,,,,
NEW,1db22f7c-87a7-4def-ad17-62d5879adee8,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000609,uri_user,8/6/13 5:09,C,30,alfashir1_B12.csv,,,,,,
NEW,82c22c42-6903-4515-a8fb-fe0ed6e70b76,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000610,uri_user,8/6/13 5:17,C,29.5,alfashir1_B12.csv,,,,,,
NEW,356b3c9d-6b06-471b-9ca1-68c2ff002ce6,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000610,uri_user,8/6/13 5:24,C,29,alfashir1_B12.csv,,,,,,
NEW,68f61edb-3d30-4a81-b5a4-1973614fd2e4,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000610,uri_user,8/6/13 5:31,C,28.5,alfashir1_B12.csv,,,,,,
NEW,7a9db627-1980-4082-bd65-b42ad0ad5367,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000610,uri_user,8/6/13 5:39,C,28,alfashir1_B12.csv,,,,,,
NEW,24b0b7b6-3ae4-4862-ac6a-575a716e75e2,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000611,uri_user,8/6/13 5:46,C,27.5,alfashir1_B12.csv,,,,,,
NEW,af8ca844-3b62-4a64-a3e2-9bc0c2fde5e8,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000611,uri_user,8/6/13 5:54,C,27.5,alfashir1_B12.csv,,,,,,
NEW,d4769094-ac5a-429d-affd-f457dd4fe4c1,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000611,uri_user,8/6/13 6:01,C,27,alfashir1_B12.csv,,,,,,
NEW,ad79bad2-4442-4b4d-8562-b90ee9cb28be,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000611,uri_user,8/6/13 6:08,C,27,alfashir1_B12.csv,,,,,,
NEW,fce94ce5-7d50-4dc2-a930-71e00daf387b,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000612,uri_user,8/6/13 6:16,C,26.5,alfashir1_B12.csv,,,,,,
NEW,5fb1e6e2-66db-44d3-816a-e48e10dca0d6,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000612,uri_user,8/6/13 6:23,C,26.5,alfashir1_B12.csv,,,,,,
NEW,4c4a7993-5280-42bd-b885-d95f77add949,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000612,uri_user,8/6/13 6:31,C,26.5,alfashir1_B12.csv,,,,,,
NEW,b912d316-fe83-420e-b274-33f2364177be,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000612,uri_user,8/6/13 6:38,C,26,alfashir1_B12.csv,,,,,,
NEW,c72753ec-a762-45f6-8e9f-8b39bc83e226,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000613,uri_user,8/6/13 6:45,C,26,alfashir1_B12.csv,,,,,,
NEW,1bc02189-77c1-4f36-9c43-dd3f7bb71542,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000613,uri_user,8/6/13 6:53,C,26,alfashir1_B12.csv,,,,,,
NEW,5fe0e798-6fcd-4ffa-a2b2-0aa7d579d860,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000613,uri_user,8/6/13 7:00,C,25.5,alfashir1_B12.csv,,,,,,
NEW,0a914f2c-9ad5-43a8-b583-5c12d7af827f,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000613,uri_user,8/6/13 7:07,C,25.5,alfashir1_B12.csv,,,,,,
NEW,07e69973-ee9f-4e98-bd88-9e717265852b,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000613,uri_user,8/6/13 7:15,C,25.5,alfashir1_B12.csv,,,,,,
NEW,59906edc-b32a-463c-92de-3e3925fc8cd7,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000614,uri_user,8/6/13 7:22,C,25,alfashir1_B12.csv,,,,,,
NEW,6ced6ad1-1481-47d6-ba77-17db20ce40dc,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000614,uri_user,8/6/13 7:30,C,25,alfashir1_B12.csv,,,,,,
NEW,e17f3c50-00c7-48d8-9059-f8e285dd29af,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000614,uri_user,8/6/13 7:37,C,25,alfashir1_B12.csv,,,,,,
NEW,1e7060d7-3a04-4e99-8407-2b931a6a38db,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000614,uri_user,8/6/13 7:44,C,25,alfashir1_B12.csv,,,,,,
NEW,2539beeb-64ac-485a-913f-3498dd4f8cb0,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000614,uri_user,8/6/13 7:52,C,25,alfashir1_B12.csv,,,,,,
NEW,c62d01b3-293c-47fd-ae8e-ff6d4e1f5c70,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000614,uri_user,8/6/13 7:59,C,25,alfashir1_B12.csv,,,,,,
NEW,b9ddc357-9283-497f-b221-717b14b20cd8,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000615,uri_user,8/6/13 8:07,C,25,alfashir1_B12.csv,,,,,,
NEW,4ac33e1c-968a-42e7-a9e5-60282dfba466,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000615,uri_user,8/6/13 8:14,C,25,alfashir1_B12.csv,,,,,,
NEW,e85c334f-d6e4-41c5-adcf-e262c2eab90d,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000615,uri_user,8/6/13 8:21,C,25,alfashir1_B12.csv,,,,,,
NEW,6f28aca6-7897-4f36-9b34-9ebb5084f25c,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000615,uri_user,8/6/13 8:29,C,25,alfashir1_B12.csv,,,,,,
NEW,6bfd41f7-509d-4984-87d8-d11befb30470,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000615,uri_user,8/6/13 8:36,C,25,alfashir1_B12.csv,,,,,,
NEW,ad9e8665-6a19-453c-b23f-3af9068f2133,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000615,uri_user,8/6/13 8:43,C,25,alfashir1_B12.csv,,,,,,
NEW,8076b2f8-697f-4de8-a411-03e7480b9e18,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000616,uri_user,8/6/13 8:51,C,25.5,alfashir1_B12.csv,,,,,,
NEW,2384d7a0-1c75-405c-85b6-e86d083da116,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000616,uri_user,8/6/13 8:58,C,25.5,alfashir1_B12.csv,,,,,,
NEW,806ebade-708c-4604-b709-6fad88809d73,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000616,uri_user,8/6/13 9:06,C,25.5,alfashir1_B12.csv,,,,,,
NEW,dd2fd087-3b84-497b-852d-3a2822f37798,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000616,uri_user,8/6/13 9:13,C,25.5,alfashir1_B12.csv,,,,,,
NEW,fdf3dc71-e260-4717-9bbf-7386f4819061,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000616,uri_user,8/6/13 9:20,C,25.5,alfashir1_B12.csv,,,,,,
NEW,4cc5a086-5fd8-4ff6-a3ad-41a0e8b8eace,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000616,uri_user,8/6/13 9:28,C,26,alfashir1_B12.csv,,,,,,
NEW,715d4af0-a728-4e9b-bd72-bc1a7c8d2ab6,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000617,uri_user,8/6/13 9:35,C,25.5,alfashir1_B12.csv,,,,,,
NEW,61ce8cc9-0369-445f-8538-4acdb8a03259,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000617,uri_user,8/6/13 9:43,C,26,alfashir1_B12.csv,,,,,,
NEW,2560aef5-2ece-45aa-a88b-b9bd5a8b2bcf,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000617,uri_user,8/6/13 9:50,C,26,alfashir1_B12.csv,,,,,,
NEW,cdfcd730-0d56-4cf0-9419-c029de894808,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000617,uri_user,8/6/13 9:57,C,26,alfashir1_B12.csv,,,,,,
NEW,8b5fa5ee-23bd-4754-ae70-4bfdf59495c1,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000617,uri_user,8/6/13 10:05,C,26,alfashir1_B12.csv,,,,,,
NEW,6e6db00a-109f-464e-b1d2-78dfd16d0654,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000618,uri_user,8/6/13 10:12,C,26.5,alfashir1_B12.csv,,,,,,
NEW,20472561-cfa8-4a06-a361-a9a9e904980b,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000618,uri_user,8/6/13 10:19,C,26.5,alfashir1_B12.csv,,,,,,
NEW,bbf96ee8-2e19-4cad-a8d7-9ae5048f7013,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000618,uri_user,8/6/13 10:27,C,27,alfashir1_B12.csv,,,,,,
NEW,46515c4d-c677-4650-960a-3cf4bee44a18,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000618,uri_user,8/6/13 10:34,C,27,alfashir1_B12.csv,,,,,,
NEW,75a11447-d623-42d1-93da-0b5a7a7b398f,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000618,uri_user,8/6/13 10:42,C,27,alfashir1_B12.csv,,,,,,
NEW,fe656158-6dfb-4aac-bd1f-7904120fa792,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000618,uri_user,8/6/13 10:49,C,27,alfashir1_B12.csv,,,,,,
NEW,2aadb4e3-9b1d-4bb6-a486-8fb34f347737,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000619,uri_user,8/6/13 10:56,C,27,alfashir1_B12.csv,,,,,,
NEW,bfd344ab-b4b3-4d41-b5b0-c8c3d6eec1f0,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000619,uri_user,8/6/13 11:04,C,27,alfashir1_B12.csv,,,,,,
NEW,9b254a80-0f02-4d4d-9af5-fae372a632b9,73b58020-2d91-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000619,uri_user,8/6/13 11:11,C,27,alfashir1_B12.csv,,,,,,
